ratingKey,title,addedAt,duration,durationHuman,guid,playlistType,smart,summary,type,items.addedAt,items.audienceRating,items.audienceRatingImage,items.contentRating,items.duration,items.durationHuman,items.editionTitle,items.episodeNumber,items.grandparentGuid,items.grandparentRatingKey,items.grandparentTitle,items.guid,items.hasCommercialMarker,items.hasCreditsMarker,items.hasIntroMarker,items.locations,items.originalTitle,items.originallyAvailableAt,items.parentGuid,items.parentRatingKey,items.parentTitle,items.parentYear,items.rating,items.ratingImage,items.ratingKey,items.seasonEpisode,items.seasonNumber,items.studio,items.summary,items.tagline,items.title,items.titleSort,items.type,items.userRating,items.year,items.media.aspectRatio,items.media.audioChannels,items.media.audioCodec,items.media.audioProfile,items.media.bitrate,items.media.container,items.media.duration,items.media.hdr,items.media.height,items.media.isOptimizedVersion,items.media.videoCodec,items.media.videoFrameRate,items.media.videoProfile,items.media.videoResolution,items.media.width
,,,,,,,,,,2024-03-05T09:20:12,6.3,rottentomatoes://image.rating.upright,PG-13,5677781,1 hr 35 mins,,,,,,plex://movie/5d9f34f69dd5f4001e842729,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Wayne's World 2 (1993).mp4,,12/10/1993,,,,,6,rottentomatoes://image.rating.ripe,10689,,,Paramount,"Wayne is back, this time trying to organize a rock festival with help from friend Garth and the spirit of Jim Morrison (Doors). Meanwhile, his girlfriend's manager is busy trying to woo her away from Wayne and move her to LA. Life gets interesting when Wayne must rush from the concert to try and stop the wedding. Aerosmith are featured at the concert.",You'll laugh again! You'll cry again!! You'll hurl again!!!,Wayne's World 2,Wayne's World 2,movie,,1993,1.78,2,aac,lc,1110,mp4,5677781,FALSE,720,FALSE,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:20:07,8,rottentomatoes://image.rating.upright,PG-13,6010719,1 hr 40 mins,,,,,,plex://movie/5d9f34fcd74e670020020248,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/The Wedding Singer (1998).mp4,,2/13/1998,,,,,7.2,rottentomatoes://image.rating.ripe,10659,,,Robert Simonds Productions,"Robbie Hart is singing the hits of the 1980s at weddings and other celebrations. He also can keep the party going in good spirit, he knows what to say and when to say it. Julia is a waitress at the events where Robbie performs. When both of them find someone to marry and prepare for their weddings, it becomes clear that they've chosen wrong partners.",He's gonna party like it's 1985!,The Wedding Singer,Wedding Singer,movie,,1998,1.85,2,aac,lc,2156,mp4,6010719,FALSE,1024,FALSE,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:20:11,7.5,rottentomatoes://image.rating.upright,R,5637735,1 hr 34 mins,,,,,,plex://movie/5d776831103a2d001f566b85,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Waiting.2005.BrRip.x264.YIFY.mp4,,10/7/2005,,,,,3,rottentomatoes://image.rating.rotten,10687,,,LIFT Productions,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",What happens in the kitchen ends up on the plate.,Waiting...,Waiting...,movie,,2005,1.78,2,aac,lc,2278,mp4,5637735,FALSE,1080,FALSE,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:19:56,8.5,rottentomatoes://image.rating.upright,R,5898879,1 hr 38 mins,,,,,,plex://movie/5d776836103a2d001f567ea4,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/National Lampoon's Vacation (1983).mp4,,7/29/1983,,,,,9.4,rottentomatoes://image.rating.ripe,10547,,,Warner Bros. Pictures,The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,Vacation,Vacation,movie,,1983,1.78,1,aac,lc,2177,mp4,5898879,FALSE,1042,FALSE,h264,24p,high,720,1850
,,,,,,,,,,2024-03-05T09:20:10,4.5,rottentomatoes://image.rating.spilled,R,5942144,1 hr 39 mins,,,,,,plex://movie/5d776b2c594b2b001e6d1c9c,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Vacation (2015).mp4,,7/29/2015,,,,,2.7,rottentomatoes://image.rating.rotten,10686,,,New Line Cinema,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",What could go wrong?,Vacation,Vacation,movie,,2015,2.35,2,aac,lc,2151,mp4,5942144,FALSE,800,FALSE,h264,24p,high,1080,1918
,,,,,,,,,,2024-03-05T09:19:29,5.9,rottentomatoes://image.rating.spilled,R,5380522,1 hr 30 mins,,,,,,plex://movie/5d7768970ea56a001e2a7953,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/A.Very.Harold.Kumar.Christmas.2011.BrRip.x264.YIFY.mp4,,11/4/2011,,,,,6.8,rottentomatoes://image.rating.ripe,10289,,,New Line Cinema,"Six years after their Guantanamo Bay adventure, stoner buds Harold Lee and Kumar Patel cause a holiday fracas by inadvertently burning down Harold's father-in-law's prize Christmas tree.",Christmas comes prematurely.,A Very Harold & Kumar Christmas,Very Harold & Kumar Christmas,movie,,2011,2.35,2,aac,he-aac,934,mp4,5380522,FALSE,536,FALSE,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:20:10,7.7,rottentomatoes://image.rating.upright,PG-13,5829951,1 hr 37 mins,,,,,,plex://movie/5d776837961905001eb94a07,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/UHF (1989).mp4,,7/21/1989,,,,,6.1,rottentomatoes://image.rating.ripe,10685,,,Cinecorp,"An unemployed visionary becomes the manager of a local television station. The station becomes a success, with all sorts of hilarious sight gags and wacky humor.","A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",UHF,UHF,movie,,1989,1.85,2,aac,lc,2110,mp4,5829951,FALSE,1016,FALSE,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:40,5.3,rottentomatoes://image.rating.spilled,R,7168544,1 hr 59 mins,,,,,,plex://movie/5d776d15594b2b001e700cde,,FALSE,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2004]Around the World in 80 Days CD1.avi,åƒæ©Ÿè®Š,6/24/2003,,,,,,,9095,,,Emperor Multimedia Group (EMG),"An evil Duke attempts to kill and collect the blood of a royal family of European vampires in order to become all powerful. The only surviving member of the family travels to Hong Kong, only to complicate his struggle by falling in love with a mortal girl who just happens to have a vampire hunter for a brother.",A new age of darkness is dawning.,The Twins Effect,Twins Effect,movie,,2003,2.35,6,ac3,,1637,avi,7168544,FALSE,272,FALSE,mpeg4,24p,advanced simple,sd,640
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2004]Around the World in 80 Days CD2.avi,,,,,,,,,,,,,,,,,,,,2.35,6,ac3,,1811,avi,7071908,FALSE,272,FALSE,mpeg4,PAL,advanced simple,sd,640
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2004]New Police Story CD1.avi,,,,,,,,,,,,,,,,,,,,1.33,2,mp3,,1868,avi,3121840,FALSE,464,FALSE,mpeg4,PAL,advanced simple,480,624
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2004]New Police Story CD2.avi,,,,,,,,,,,,,,,,,,,,2.35,2,mp3,,917,avi,6319361,FALSE,256,FALSE,mpeg4,24p,simple,sd,608
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2002]Jackie Chan - Fast Funny and Furious.avi,,,,,,,,,,,,,,,,,,,,2.35,2,mp3,,1153,avi,5089992,FALSE,256,FALSE,mpeg4,PAL,advanced simple,sd,608
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2004]Enter the Phoenix.avi,,,,,,,,,,,,,,,,,,,,1.78,6,ac3,,1908,avi,6136480,FALSE,336,FALSE,mpeg4,PAL,advanced simple,sd,608
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2003]The Medallion.avi,,,,,,,,,,,,,,,,,,,,1.78,2,mp3,,1022,avi,5681960,FALSE,336,FALSE,mpeg4,PAL,advanced simple,sd,592
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2003]The Twins Effect.avi,,,,,,,,,,,,,,,,,,,,2.35,2,mp3,,884,avi,6588120,FALSE,224,FALSE,mpeg4,PAL,advanced simple,sd,512
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2002]The Tuxedo.avi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[2003]Shanghai Knights.avi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2024-03-05T09:20:06,8.9,rottentomatoes://image.rating.upright,PG,6177023,1 hr 43 mins,,,,,,plex://movie/5d77686a0ab244002006d526,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/The Truman Show (1998).mp4,,6/4/1998,,,,,9.4,rottentomatoes://image.rating.ripe,10656,,,Paramount,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",On the air. Unaware.,The Truman Show,Truman Show,movie,,1998,1.78,2,aac,lc,2285,mp4,6177023,FALSE,1080,FALSE,h264,24p,high,1080,1918
,,,,,,,,,,2024-03-05T09:20:09,7.1,rottentomatoes://image.rating.upright,R,7268864,2 hrs 1 min,,,,,,plex://movie/5d776831999c64001ec2e7ab,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Tropic Thunder (2008).mp4,,8/13/2008,,,,,8.2,rottentomatoes://image.rating.ripe,10672,,,DreamWorks Pictures,"A group of self-absorbed actors set out to make the most expensive war film ever. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",Get Some.,Tropic Thunder,Tropic Thunder,movie,,2008,2.35,2,aac,he-aac,807,mp4,7268864,FALSE,544,FALSE,h264,24p,high,720,1280
,,,,,,,,,,2024-10-26T14:41:49,7.3,rottentomatoes://image.rating.upright,R,2861150,48 mins,,,,,,plex://movie/66f2f523d3f324d5280758d9,,TRUE,,/volume1/PLEX_MEDIA/Genres/Comedy/Tim.Dillon.This.Is.Your.Country.2024.1080p.WEB.h264-ETHEL.mkv,,10/1/2024,,,,,,,35456,,,ITV America,"Comedian Tim Dillon chats with everyday Americans about cryptocurrency, OnlyFans and other outrageous issues they face in this comedy unscripted special.",,Tim Dillon: This Is Your Country,Tim Dillon: This Is Your Country,movie,,2024,1.78,6,eac3,,5647,mkv,2861150,FALSE,1080,FALSE,h264,24p,main,1080,1920
,,,,,,,,,,2024-03-05T09:17:36,5.5,rottentomatoes://image.rating.spilled,R,6115567,1 hr 42 mins,,,,,,plex://movie/5d776d097a53e9001e74f40f,,FALSE,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[1994]Drunken Master 2.avi,éœ¹é‚ç«,8/5/1995,,,,,,,9030,,,Orange Sky Golden Harvest,"In order to release his kidnapped sister, sports car mechanic Chan Foh To (Jackie Chan) has to beat a supercriminal street racer.",The stakes don't come much higher.,Thunderbolt,Thunderbolt,movie,,1995,1.78,2,mp3,,1330,avi,6115567,FALSE,400,FALSE,mpeg4,24p,advanced simple,sd,704
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Jackie Chan/[1993]City Hunter.avi,,,,,,,,,,,,,,,,,,,,1.78,2,mp3,,1013,avi,5717808,FALSE,360,FALSE,msmpeg4v3,PAL,,sd,640
,,,,,,,,,,2024-03-05T09:20:09,7.1,rottentomatoes://image.rating.upright,R,6401472,1 hr 47 mins,,,,,,plex://movie/5d77692623d5a3001f4f63e3,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/This.Is.the.End.2013.1080p.BluRay.x264.YIFY.mp4,,6/12/2013,,,,,8.3,rottentomatoes://image.rating.ripe,10671,,,Columbia Pictures,"Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.",Nothing ruins a party like the end of the world.,This Is the End,This Is the End,movie,,2013,2.35,2,aac,lc,2203,mp4,6401472,FALSE,808,FALSE,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:20:09,9.2,rottentomatoes://image.rating.upright,R,4986271,1 hr 23 mins,,,,,,plex://movie/5d9f34fc4441b1001fa0d6d6,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/This Is Spinal Tap (1984).mp4,,3/2/1984,,,,,9.6,rottentomatoes://image.rating.ripe,10670,,,Spinal Tap Prod.,"In 1982, the legendary English heavy metal band Spinal Tap attempt an American comeback tour accompanied by a fan who is also a film-maker. The resulting documentary, interspersed with powerful performances of Tap's pivotal music and profound lyrics, candidly follows a rock group heading towards crisis, culminating in the infamous affair of the eighteen-inch-high Stonehenge stage prop.",Prepare to crank those amps up to eleven,This Is Spinal Tap,This Is Spinal Tap,movie,,1984,1.85,2,aac,lc,2254,mp4,4986271,FALSE,1040,FALSE,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:20:03,6.7,rottentomatoes://image.rating.upright,R,5646720,1 hr 34 mins,,,,,,plex://movie/5d77682a8a7581001f12c39f,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Tenacious D In the Pick of Destiny (1080p).mkv,,11/22/2006,,,,,5.2,rottentomatoes://image.rating.rotten,10628,,,New Line Cinema,"To become the greatest band of all time, two slacker, wannabe-rockers set out on a quest to steal a legendary guitar pick that gives its holders incredible guitar skills, from a maximum security Rock and Roll museum.",An epic quest. A magical guitar pick. A chance to put the D in Destiny.,Tenacious D in the Pick of Destiny,Tenacious D in the Pick of Destiny,movie,,2006,1.78,2,opus,,1052,mkv,5646720,FALSE,1080,FALSE,hevc,24p,main,1080,1916
,,,,,,,,,,2024-03-05T09:18:50,8.1,rottentomatoes://image.rating.upright,PG,5608929,1 hr 33 mins,,,,,,plex://movie/5d77682985719b001f3a14c0,,FALSE,,/volume1/PLEX_MEDIA/Genres/Fantasy/Teenage Mutant Ninja Turtles (1990).mp4,,3/30/1990,,,,,4.2,rottentomatoes://image.rating.rotten,9864,,,New Line Cinema,"Through contact with a mysterious ooze, four turtles in the sewers of New York mutate into intelligent pizza-loving humanoids, and are mentored in the art of ninja combat by the wise rat Splinter. When the evil Shredder attempts to take over the world, the turtles set out to stop him.","Hey dude, this is NO cartoon.",Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,movie,,1990,1.78,2,aac,lc,1043,mp4,5608929,FALSE,400,FALSE,h264,24p,main,sd,720
,,,,,,,,,,2024-03-05T09:18:50,6.7,rottentomatoes://image.rating.upright,PG,5303672,1 hr 28 mins,,,,,,plex://movie/5d776829880197001ec9137c,,FALSE,,/volume1/PLEX_MEDIA/Genres/Fantasy/Teenage Mutant Ninja Turtles 2 (1991).mp4,,3/22/1991,,,,,3.6,rottentomatoes://image.rating.rotten,9865,,,Orange Sky Golden Harvest,"The turtles find out where the Ooze, the substance which made them mutate, came from. Unfortunately Shredder learns about it too, and uses it to enhance himself. So the turtles have to prove again who's the better ninja fighter.",Back by bodacious demand.,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,movie,,1991,1.78,2,aac,lc,1105,mp4,5303672,FALSE,400,FALSE,h264,24p,main,sd,720
,,,,,,,,,,2024-03-05T09:20:02,5,rottentomatoes://image.rating.spilled,R,6763946,1 hr 53 mins,,,,,,plex://movie/5d776a4847dd6e001f6d0d4c,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Ted.2.2015.720p.WEBRip.x264.AAC-ETRG.mp4,,6/25/2015,,,,,4.5,rottentomatoes://image.rating.rotten,10625,,,Smart Entertainment,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Thunder buddies for life.,Ted 2,Ted 2,movie,,2015,2.35,2,aac,lc,1045,mp4,6763946,FALSE,532,FALSE,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:20:02,7.3,rottentomatoes://image.rating.upright,R,6363440,1 hr 46 mins,,,,,,plex://movie/5d7768b37a53e9001e6d6a63,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Ted.2012.BluRay.720p.x264.YIFY.mp4,,6/29/2012,,,,,6.9,rottentomatoes://image.rating.ripe,10626,,,Universal Pictures,"John makes a Christmas miracle happen by bringing his one and only friend to life, his teddy bear. The two grow up together and John must then choose to stay with his girlfriend or keep his friendship with his crude and extremely inappropriate teddy bear, Ted.",Ted is coming.,Ted,Ted,movie,,2012,1.85,2,aac,lc,919,mp4,6363440,FALSE,688,FALSE,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:20:02,8,rottentomatoes://image.rating.upright,R,5862196,1 hr 38 mins,,,,,,plex://movie/5d77682de6d55c002040ba4f,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Team America World Police (2004).mp4,,10/15/2004,,,,,7.7,rottentomatoes://image.rating.ripe,10624,,,Paramount,"Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love.",Freedom Hangs By A Thread,Team America: World Police,Team America: World Police,movie,,2004,2.35,2,aac,lc,2471,mp4,5862196,FALSE,800,FALSE,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:20:01,8.7,rottentomatoes://image.rating.upright,R,7120213,1 hr 59 mins,,,,,,plex://movie/5d7768327228e5001f1de0bd,,FALSE,,/volume1/PLEX_MEDIA/Genres/Comedy/Superbad (2007).mp4,,8/17/2007,,,,,8.8,rottentomatoes://image.rating.ripe,10620,,,Columbia Pictures,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Come and get some!,Superbad,Superbad,movie,,2007,1.85,2,aac,he-aac,820,mp4,7120213,FALSE,692,FALSE,h264,24p,high,720,1280
